Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cote d'Ivoire,net generation,Africa,1.713,1.875,1.919,1.993,1.558,1.965,2.017,2.369,2.233,2.444,2.221,1.812,1.666,2.123,2.397,2.962,3.127,3.847,3.831,4.627,4.59984,4.6819,5.0631,4.8737,5.1714,5.31188,5.28622,5.27506,5.43616,5.5585,5.62532,5.76334,6.62434,7.20944,7.82182,8.16076,8.94471,10.07241,9.55322,10.02532,10.5748,10.9822272
Croatia,net generation,Europe,,,,,,,,,,,,,8.578,9.015,8.026,8.594,10.277,9.353,10.505,11.833,10.22004,11.65016,11.68252,12.02396,12.6961,11.88718,11.81644,11.50088,11.69966,12.23508,14.32912,10.7817,10.15614,13.53568,13.08606,10.742444,12.052593,11.293476,13.125812,12.2922931,12.7997589,14.6034781
Cuba,net generation,Central & South America,10.259,10.806,11.37,11.861,12.558,12.469,13.488,13.881,14.873,15.53,14.493,12.413,12.168,11.215,11.472,11.886,12.676,13.461,13.359,13.8381,14.19216,14.44146,14.81986,14.91238,14.748404,14.45186,15.51146,16.597066,16.65738,16.70312,16.38762,16.72778,17.37636,18.16758,18.32572,19.21578,19.38212,19.38768,19.64326,19.52946,18.59934841,19.75129234
Cyprus,net generation,Europe,0.968,0.993,1.071,1.148,1.175,1.24,1.338,1.421,1.568,1.734,1.857,1.952,2.26,2.426,2.52,2.325,2.4365,2.548,2.777,2.951,3.168,3.338,3.558,3.809,3.948,4.114,4.373,4.579,4.775,4.856,5.00806,4.64494,4.4494,4.05522,4.10502,4.316208,4.670173,4.781059,4.8302456,4.916683,4.6534741,4.8776793
Czechia,net generation,Europe,,,,,,,,,,,,,,55.52935,55.38585,57.48185,60.163,61.16639,61.38,60.394,68.611,69.92992,71.66256,78.0634,78.9831,76.96922,78.5972,82.55662,78.30462,76.93744,77.694447,79.244128,79.668827,78.990421,78.254983,75.785457,75.324978,78.886881,79.9821752,79.1107549,73.9507328,76.6408673
Denmark,net generation,Europe,25.173,18.464,22.413,20.743,19.735,25.698,28.78,27.568,25.775,21.246,24.488,34.418,28.98,32.039,37.903,34.589,50.509,41.852,38.89373,36.856,34.22084,35.83744,37.36228,43.9208,38.60988,34.70892,43.47584,37.62304,35.076,34.851,37.913516,34.616036,30.258867,34.152282,31.85753,28.974012,30.197344,30.919752,30.4186372,29.8828185,28.9196916,32.7931727
Djibouti,net generation,Africa,0.11,0.115,0.123,0.139,0.137,0.154,0.16,0.161,0.164,0.165,0.168,0.169,0.169,0.171,0.171,0.173,0.174,0.176,0.176,0.176,0.18,0.179,0.188,0.188,0.202,0.24,0.263,0.304,0.319,0.328,0.356,0.364,0.3675,0.4075,0.0945,0.167632,0.083032,0.055678,0.05552,0.0574,0.054549745,0.058196929
Dominica,net generation,Central & South America,0.011,0.012,0.011,0.018,0.024,0.024,0.026,0.027,0.028,0.029,0.029,0.03,0.03,0.03,0.033,0.044,0.042,0.05,0.062,0.071,0.074,0.078,0.071,0.076,0.076,0.0792,0.0812,0.0823,0.0833,0.0889,0.0949,0.0979,0.0974,0.0974,0.098357,0.103357,0.108357,0.083357,0.064178,0.090178,0.163248,0.17109964
Dominican Republic,net generation,Central & South America,3.211,3.647,3.28,3.483,4.134,4.267,4.654,4.526,4.295,3.286,3.497,3.69,3.958,5.189,4.806,5.181,6.263,6.838,7.27,8.564,8.10366,9.77062,11.85888,12.57938,11.1825,12.0464,13.10594,13.68774,11.723,11.6015,13.98806,14.9304,15.79862,16.73036,16.28528,16.91708,18.675,19.014367,19.632464,19.271872,16.628804,17.58281655
Ecuador,net generation,Central & South America,3.186,3.535,3.904,4.117,4.113,4.706,5.197,5.257,5.504,5.636,6.215,6.807,7.001,7.25,8.008,8.181,9.097,9.389,9.883,10.048,10.35582,10.74026,11.55122,11.211717,13.089442,12.16188,13.51784,16.58504,18.26504,17.92904,18.785,19.88524,22.10634,22.4391,23.45076,25.06906,27.14,27.834241,29.026006,32.295413,31.281511,32.339773
Egypt,net generation,Africa,18.256,20.498,19.939,22.48705,29.31605,32.30005,33.4841,36.7441,35.4011,37.6951,41.4081,42.5601,43.4961,47.7521,50.0701,52.6912,51.7652,55.5322,59.8092,65.1742,74.46166,79.36634,84.81358,90.47044,96.21028,103.16056,109.49924,118.78692,124.2952,131.68096,160.289,157.084,164.398,168.232,175.302,186.317,189.575,196.849384,199.62301,194.609,189.288301,202.2553182
El Salvador,net generation,Central & South America,1.637,1.669,1.756,1.61,1.811,1.76,1.731,1.922,2.005,2.061,2.025,1.926,2.026,2.408,2.833,3.263,3.334,3.526,3.712,3.689,3.7261,3.7901,3.9731,4.2651,4.3497,4.7135,5.5981,5.7241,5.9881,5.8481,5.9791,6.0981,6.2661,6.267,6.239,6.006,6.017822,5.478337,5.335974,6.005946,6.262059,6.560065798
Equatorial Guinea,net generation,Africa,0.017,0.015,0.014,0.012,0.015,0.017,0.016,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.019,0.019,0.02,0.021,0.021,0.09484,0.06476,0.11552,0.1268,0.17004,0.2067,0.26592,0.32796,0.45714,0.51448,0.57602,0.65028,0.745,0.957,1.085,1.299,1.398,1.333667,1.354595,1.40149,1.40835,1.41812456
Eritrea,net generation,Africa,,,,,,,,,,,,,,,0.151,0.162,0.181,0.1784,0.184962,0.201,0.19746,0.21908,0.24352,0.26044,0.26608,0.27078,0.25298,0.27084,0.2719,0.27942,0.29446,0.3058,0.31614,0.32372,0.3303,0.33788,0.34446,0.4122,0.4303,0.44446,0.424655551,0.452873507
Estonia,net generation,Europe,,,,,,,,,,,,,11.121,8.571,8.602,8.172,8.557,8.666,8.011,7.773,8.00054,7.9855,8.09144,9.60974,9.68936,9.59936,9.15588,11.4673,9.95796,8.28482,11.804113,11.743832,10.652741,11.959914,11.180938,9.301154,10.641563,11.501345,11.1889412,6.8665502,5.9161313,6.653181
Eswatini,net generation,Africa,0.273,0.294,0.256,0.234,0.307,0.365,0.367,0.381,0.382,0.419,0.349,0.404,0.404,0.404,0.404,0.41,0.41,0.41,0.408,0.41,0.618,0.629,0.649,0.565,0.536,0.596,0.612,0.634,0.6,0.628,0.6369,0.71521,0.739,0.806,0.653,0.551,0.554,0.671953,0.753253,0.714285,0.740284071,0.744794979
Ethiopia,net generation,Africa,0.651,0.68,0.746,0.787,0.837,0.892,0.949,1.1,1.172,1.218,1.199,1.211,1.221,1.435,1.433,1.453,1.536,1.595,1.634,1.627,1.70062,2.03496,2.06774,2.32004,2.56192,2.86928,3.2904,3.54728,3.76508,3.97976,4.98954,6.31658,7.56528,8.66062,9.47192,10.38586,12.46986,13.13605,13.78592,14.2241,14.23484732,14.67815115
Falkland Islands,net generation,Central & South America,0.002,0.003,0.003,0.003,0.006,0.008,0.009,0.009,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.012,0.012,0.0142,0.0152,0.0152,0.01525,0.01525,0.01525,0.0163,0.0163,0.018,0.018,0.016,0.016,0.017,0.019,0.019,0.0194,0.0213,0.0195,0.0197,0.0201326,0.0201326,0.0201326
Faroe Islands,net generation,Europe,0.152,0.157,0.161,0.161,0.169,0.182,0.18,0.184,0.205,0.206,0.202,0.194,0.191,0.173423,0.168605,0.16757,0.17462,0.175673,0.183441,0.192787,0.204017,0.221173,0.230724,0.238492,0.239156,0.235753,0.249856,0.25942,0.264851,0.264517,0.268143,0.264,0.28,0.28,0.297,0.306,0.306,0.324,0.3398,0.371,0.4064,0.4223616
Fiji,net generation,Asia & Oceania,0.29,0.297,0.303,0.311,0.379,0.387,0.412,0.423,0.414,0.426,0.478,0.483,0.481,0.491,0.529,0.553,0.554,0.56002,0.556022,0.59995,0.6311,0.6741,0.7111,0.7231,0.7531,0.7871,0.8481,0.8591,0.8741,0.8611,0.8983,0.8691,0.86,0.892,0.911496,0.955385,0.958025,1.047409,1.096093,1.13913172,1.106664,1.134208817
Finland,net generation,Europe,38.71,39.115,39.355,40.347,43.226,47.316,46.916,50.847,43.97,51.187,57.005,60.36,55.507,58.645,62.865,61.299,66.3682,65.52758,67.473,66.683,67.0747,71.23686,71.53498,80.30388,82.06266,67.86486,78.8327,77.9372,74.3593,69.14244,77.72505,70.963659,68.234809,69.05982,66.168692,66.888647,67.011713,65.811381,68.5524094,67.0671163,67.5709779,69.6532502
Former Czechoslovakia,net generation,Europe,72.148,69.133,70.426,71.853,73.886,76.343,80.517,80.36,81.747,83.552,81.249,78.415,77.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Serbia and Montenegro,net generation,Europe,,,,,,,,,,,,,34.866,31.681,32.213,35.268,38.05,37.97,35.191,30.946,31.842,32.745,33.032,33.24,35.69,34.546,,,,,,,,,,,,,,,,
Former U.S.S.R.,net generation,Eurasia,1294.003644,1252.196392,1367.782245,1416.611743,1492.097622,1545.008714,1509.636799,1571.817431,1610.209352,1642.925789,1636.14341,1607.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Yugoslavia,net generation,Europe,57.153,58.204,59.758,63.67,69.923,72.091,75.121,77.257,79.935,78.931,78.69,75.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,net generation,Europe,250.498,261.858,264.508,279.984,306.101,324.265,341.513,355.869,370.643,384.475,396.184,428.517,437.9738,447.371,452.95,467.8295,483.443,476.755,482.398,494.518,509.63366,519.4517,526.14238,533.6022,540.59828,544.67706,542.97918,538.14118,544.0015,507.40836,539.912655,543.204119,543.056111,552.39671,542.444671,550.247779,536.004261,532.963003,552.9287295,543.7815506,506.0036239,530.4178475
French Guiana,net generation,Central & South America,0.106,0.116,0.129,0.154,0.169,0.194,0.209,0.233,0.265,0.294,0.332,0.381,0.418,0.419,0.419,0.423,0.423,0.425,0.426,0.428,0.428,0.585,0.606,0.631,0.655,0.681,0.706,0.901,0.922,1.029,1.104,1.053,,,,,,,,,,
French Polynesia,net generation,Asia & Oceania,0.239,0.262,0.272,0.216,0.192,0.208,0.213,0.213,0.243,0.258,0.277,0.287,0.302,0.308,0.32,0.335,0.337,0.343,0.34,0.347,0.389,0.472,0.522,0.572,0.612,0.603,0.629,0.659,0.687,0.701,0.6293,0.6473,0.6423,0.5933,0.578554,0.580012,0.588004,0.587088,0.584043,0.6807,0.65942292,0.690411587
Gabon,net generation,Africa,0.51,0.579,0.651,0.711,0.777,0.842,0.848,0.852,0.858,0.882,0.985,1.001,1.027,1.067,1.071,1.181,1.185,1.241,1.275,1.291,1.2767,1.34506,1.4286,1.46482,1.48414,1.513,1.609,1.68,1.778,1.801,1.86486,1.96148,2.07936,2.02282,1.91848,2.04618,2.24568,2.18761,2.16929,2.259598,2.195922097,2.286328839
"Gambia, The",net generation,Africa,0.037,0.045,0.044,0.045,0.047,0.048,0.053,0.058,0.061,0.057,0.066,0.066,0.067,0.069,0.069,0.07,0.071,0.075,0.082,0.091,0.1105,0.127,0.142,0.158,0.174,0.192,0.204,0.217,0.229,0.2301,0.2333,0.2446,0.2541,0.2481,0.2671,0.2821,0.2981,0.3061,0.3131,0.3048353,0.289586675,0.307921822
Georgia,net generation,Eurasia,,,,,,,,,,,,,11.144,9.465,8.669,6.646,7.081,7.047,7.903,7.886,7.27116,6.7983,7.1596,7.05696,6.8115,7.14314,7.11568,8.17316,8.30354,8.41524,9.98458,9.97676,9.47468,9.86872,10.16584,10.60526,11.34684,11.30502,11.9221,11.59728,11.16,12.645
Germany,net generation,Europe,,,,,,,,,,,,505.457,503.627,493.139,495.603,502.972,520.14,517.17443,522.214,519.283,540.11648,549.6969,549.97644,572.726,579.7422,577.6862,594.1134,598.5474,600.122,558.121,592.76104,575.676356,591.388791,601.497317,592.096504,611.510695,616.083534,620.117876,607.5568443,577.612099,545.3611372,557.1440648
"Germany, East",net generation,Europe,98.808,94.478,96.52,98.419,110.093,113.834,115.291,113.62,117.634,117.724,104.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Germany, West",net generation,Europe,368.564,367.279,364.611,370.553,391.745,404.905,405.108,414.913,427.82,409.957,419.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,net generation,Africa,5.309,5.382,4.981,2.61,1.899,3.077,4.459,4.682,4.863,5.223,5.707,6.116,6.575,6.249,6.059,6.054,6.585,6.816,4.725,5.828,7.13422,7.73294,7.10748,5.7259,5.87838,6.67646,8.2144,6.75594,8.14932,8.78,9.92274,10.92166,11.72182,12.5269,12.63308,11.17828,11.39404,12.83426,14.37678,16.6991,20.1902,20.9306928
Gibraltar,net generation,Europe,0.052,0.054,0.056,0.057,0.057,0.059,0.061,0.066,0.07,0.076,0.077,0.077,0.083,0.083,0.083,0.083,0.085,0.087,0.092,0.096,0.1175,0.11844,0.12126,0.12596,0.12784,0.1363,0.14194,0.1457,0.15604,0.16356,0.16638,0.16074,0.16544,0.17766,0.18612,0.21056,0.20116,0.20022,0.2021,0.20586,0.19545657,0.207965791
Greece,net generation,Europe,21.288,21.879,21.763,22.263,23.057,25.736,25.965,27.595,29.648,31.266,32.681,33.724,35.031,35.861,37.991,38.897,40.026,40.80618,43.546,46.581,50.26192,49.78354,50.6184,54.50368,55.37564,55.95374,56.7105,58.86248,59.09142,57.7506,53.498057,53.668572,53.654754,52.614029,46.636551,47.867296,50.431187,50.513953,50.0798786,45.5072992,42.5123637,52.4739582
Greenland,net generation,North America,0.151,0.154,0.159,0.165,0.171,0.174,0.179,0.183,0.188,0.197,0.207,0.202,0.203,0.237,0.24,0.242,0.243,0.258,0.264,0.448,0.421,0.388,0.382,0.33,0.33582,0.34964,0.38212,0.38824,0.40034,0.4248,0.41426,0.45062,0.43882,0.45014,0.47566,0.51018,0.48066,0.46766,0.51252,0.4987,0.593712054,0.599709626
Grenada,net generation,Central & South America,0.023,0.025,0.025,0.025,0.025,0.028,0.032,0.038,0.042,0.047,0.052,0.056,0.059,0.061,0.066,0.089,0.095,0.1,0.111,0.119,0.131,0.143,0.149019,0.159214,0.15,0.147307,0.167162,0.178765,0.189925,0.195489,0.203104,0.1987,0.195541,0.193541,0.196541,0.194538,0.205513,0.210285,0.217495,0.2142,0.203587349,0.21722814
Guadeloupe,net generation,Central & South America,0.29,0.323,0.37,0.384,0.432,0.462,0.543,0.615,0.67,0.629,0.732,0.805,0.877,0.9327,0.9817,0.9837,1.091,1.173,1.182,1.185,1.273,1.26,1.218,1.309,1.563,1.573,1.64,1.716,1.699,1.679,1.678,1.695,,,,,,,,,,
Guam,net generation,Asia & Oceania,1.077,1.044,1.03,0.917,0.94,0.950804,0.991716,1.061857,1.159295,1.238688,1.286446,1.393476,1.4318,1.579283,1.668871,1.618677,1.73498,1.745462,1.765999,1.814,1.8497605,1.85,1.633,1.684,1.775,1.793,1.789384,1.767374,1.764301,1.7551,1.7582,1.7342,1.6846,1.674,1.625618,1.65388,1.722343,1.757632,1.724962,1.768962,1.699862,1.81919124
Guatemala,net generation,Central & South America,1.87,1.634,1.609,1.613,1.58,1.644,1.858,1.998,2.198,2.367,2.583,2.781,2.803,2.926,3.118,3.44801,3.29729,3.39457,4.26113,5.17806,6.02758,5.82818,6.14208,7.64878,6.74742,8.291,8.294,9.022,8.448,8.547,7.9849,8.27566,9.31474,10.06908,10.69666,11.44176,12.03564,12.66915,14.1244,13.809242,13.417763,14.449429
Guinea,net generation,Africa,0.363,0.368,0.376,0.388,0.457,0.466,0.474,0.477,0.488,0.491,0.495,0.5,0.502,0.507,0.509,0.522,0.527,0.62,0.643,0.725,0.743,0.933,0.984,0.865,0.942,0.881,0.843,0.942,0.967,0.9629,0.9199,0.8499,0.7069,0.644,0.696,1.1396,1.61654,1.773953,1.494324,2.061,3.203097677,2.778671928
Guinea-Bissau,net generation,Africa,0.013,0.013,0.013,0.013,0.014,0.014,0.017,0.019,0.021,0.029,0.038,0.039,0.041,0.044,0.046,0.047,0.048,0.05,0.05,0.051,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.032,0.033,0.0333,0.059076,0.07952,0.07991,0.08168,0.082458,0.082458,0.082458
Guyana,net generation,Central & South America,0.388,0.402,0.332,0.162,0.167,0.222,0.215,0.376,0.381,0.326,0.294,0.235,0.219,0.226,0.355,0.539,0.65,0.745,0.804,0.844,0.877,0.91,0.914,0.822,0.858,0.6502,0.6693,0.7044,0.7104,0.7255,0.862248,0.909333,0.955406,0.989489,0.999553,1.040953,1.1014,1.1444,1.1584,1.2194,1.162546515,1.230907892
Haiti,net generation,Central & South America,0.318,0.328,0.418,0.44,0.468,0.515,0.567,0.572,0.595,0.595,0.636,0.608,0.544,0.486,0.416,0.53,0.624,0.553,0.639,0.54,0.52816,0.57234,0.52678,0.5152,0.52678,0.53554,0.54906,0.44716,0.4657,0.68816,0.5604,0.65204,1.04616,1.00006,0.97632,0.98187,1.02451,1.00105,0.99515,1.025,0.914245106,0.990334393
Hawaiian Trade Zone,net generation,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,net generation,Central & South America,0.899,0.978,1.037,1.066,1.04,1.045,1.427,1.291,1.904,2.004,2.254,2.286,2.358,2.45,2.114,2.266,2.985,3.052,3.306,3.097,3.54554,3.74674,3.9271,4.35346,4.65982,5.392,5.742,6.053,6.282,6.377,6.52178,6.99256,7.48174,7.72656,8.35978,9.37774,9.55712,9.599832,9.902203,11.108461,11.300727,11.96905101
Hong Kong,net generation,Asia & Oceania,11.845,12.46,13.582,15.493,16.848,18.081,20.127,22.328,23.978,25.721,27.202,29.899,32.813,33.793,25.138,26.241,26.735,27.208,29.532,27.728,29.451,30.486,32.255,33.378,34.904,36.141,36.297,36.612,35.7116,36.406,36.03736,36.73332,36.47282,36.75922,37.46182,35.72556,36.00876,34.84592,34.415,34.744,33.1379,35.25172134
Hungary,net generation,Europe,22.364,22.687,23.208,24.256,24.743,25.211,26.404,27.998,27.52,27.854,26.909,28.36,30.026,31.163306,31.743,32.226733,33.22876,33.52012,35.21641,35.724,33.23722,34.38844,34.14072,32.22422,31.86014,33.7422,33.65762,37.74876,37.70684,33.7298,34.960717,33.810596,32.587303,28.273384,27.436954,28.442948,29.89166,31.00248,30.1610501,32.463938,33.177421,34.1914781
Iceland,net generation,Europe,3.148,3.268,3.585,3.777,3.925,3.852,4.063,4.157,4.42,4.479,4.468,4.452,4.503,4.682,4.735,4.933,5.0747,5.53369,6.225,7.128,7.6197,7.96676,8.34564,8.42864,8.55176,8.6157,9.85676,11.89288,16.34288,16.71088,16.746003,16.850998,17.295999,17.999998,17.803,18.558001,18.171608,18.846295,19.4324979,19.119793,18.778694,19.2629881
India,net generation,Asia & Oceania,119.26,131.12,139.41,144.987,161.739,174.93,191.896,208.235,229.432,255.104,275.495,300.311,315.973,339.346877,366.118,396.074,412.682,441.169,470.765,504.536,537.652,556.822982,582.345,614.472,644.833,675.277,728.494,762.81,803.85,866.998,916.49978,1044.99438,1099.30308,1164.907617,1269.695749,1334.308704,1411.83407,1490.129117,1586.861183,1615.893536,1581.26851,1702.094
Indonesia,net generation,Asia & Oceania,12.786,15.362,17.661,18.281,20.088,26.396,30.27,32.034,36.555,36.974,43.071,45.968,48.767,52.029,57.781,56.956,64.049,73.011,74.828,80.728,88.51896,96.1244,102.5959,108.43152,113.83622,121.012,126.692,135.85402,142.4764,148.5201,161.00948,173.7327,198.04872,213.68536,224.07946,230.15088,243.41434,252.51352,268.63774,279.11268,289.742955,306.572439
Iran,net generation,Middle East,21.256,23.653,27.333,31.336,35.252,35.316,34.9,35.955,44.258,45.789,55.86,60.631,64.979,71.947,77.471,76.105,81.257,87.718,93.406,102.283,114.28308,122.64272,133.02204,145.20182,157.43736,168.21198,182.04154,192.65464,201.92014,208.4634,219.4684,226.0563,239.24788,261.63567,273.722,280.778,288.232,306.670759,308.045472,321.565607,324.847449,340.8830609
Iraq,net generation,Middle East,10.736,10.313,12.869,15.258,17.307,19.765,20.989,22.835,25.801,27.196,20.72,19.021,23.817,24.752,26.348,27.288,27.464,27.816,28.566,27.971,30.01666,30.34702,31.85724,26.66158,30.38188,28.876,32.09842,31.52958,34.80197,43.03193,46.21088,50.83864,43.47644,55.2001,63.90578,64.75148,75.45346,82.2889,83.107832,89.186551,91.742938,97.25926481
Ireland,net generation,Europe,9.54,9.448,9.674,9.598,9.799,10.553,10.851,11.673,11.786,12.588,13.29,13.977,14.778,15.13,15.77,16.496,17.711,18.43922,19.567,20.396,22.17072,23.0527,23.24434,23.23862,23.58174,24.00882,25.42254,26.142,28.127,26.296,27.165581,26.372895,26.202849,24.618802,24.904899,27.189981,29.259077,29.879721,29.9323625,29.8700272,30.9904099,33.5958721
Israel,net generation,Middle East,11.731,12.278,12.947,13.703,14.014,14.434,14.96,16.374,18.191,19.226,19.643,20.224,23.207,24.446,26.625,28.566,30.519,32.994,35.688,36.865,40.1032,41.31514,42.77192,44.22112,44.4446,45.68822,47.52602,50.56592,53.377,54.74,58.559,59.599,63.011,61.321,60.857,64.234,67.0304,67.608281,68.887113,71.715519,71.607039,73.081029
Italy,net generation,Europe,175.413,169.761,173.03,170.44,169.876,171.861,178.341,187.607,173.751,195.2898,200.811,206.449,211.296,207.754,216.413,223.763,225.575,232.36697,238.669,243.915,253.21828,255.25074,259.79924,264.89276,277.3016,278.1547,288.70848,289.4176,295.01606,272.7457,288.117063,291.006684,287.426111,278.836768,269.699149,273.399218,279.976334,285.629453,280.369202,263.7055922,272.4289509,274.1786604
Jamaica,net generation,Central & South America,1.731,1.746,1.804,2.025,1.926,1.655,1.709,1.891,1.905,2.122,2.414,2.048,2.165,3.592,4.523,5.488,5.688,5.893,6.103,6.225,6.22172,6.26434,6.52446,6.72512,6.7951,6.98896,7.0381,5.603,3.995,4.053,3.97172,4.0149,3.92762,3.92436,3.89984,3.90172,4.13046,4.11098,4.169854,4.241992,4.073336786,4.345916157
Japan,net generation,Asia & Oceania,546.764,546.029,553.199,586.835,618.331,638.364,643.521,693.668,725.328,763.506,813.348,840.404,848.558,856.06,911.02,935.922,955.00903,985.076,991.287,996.945,983.184,965.017,982.598,973.485,1001.921,1011.127,1028.619,1069.041,1003.209,974.935,1079.223897,1044.066672,1043.550711,1027.427071,1027.238336,1003.029903,1002.320654,1005.866632,1008.910122,988.9822695,960.7846955,954.8569816
Jordan,net generation,Middle East,1.002,1.237,1.512,1.803,2.129,2.345,2.778,2.538,2.505,3.229,3.427,3.501,4.159,4.478,4.772,5.281,5.697,5.889,6.341,6.657,6.93502,7.09412,7.64674,7.51736,8.4317,9.07766,10.4554,12.22338,13.01116,13.41882,13.89376,13.77114,15.60344,16.22806,17.17288,17.92926,18.53982,19.57296,19.25354,19.4158,20.0343,21.86231465
Kazakhstan,net generation,Eurasia,,,,,,,,,,,,,78.557,73.56,63.243,63.176,55.953,49.49,46.604,44.956,48.62142,53.84944,55.28588,60.46554,63.33072,64.16854,67.74666,72.41138,75.88098,74.33214,78.08956,81.78582,87.63838,97.31006,90.01284,86.69606,89.61752,97.599,101.830574,102.471039,98.54476087,104.4782558
Kenya,net generation,Africa,1.585,1.8557,1.9084,2.31715,2.34485,2.58755,2.4422,2.5759,2.9856,3.05325,3.25563,3.395,3.392,3.578492,3.616,4.035,4.218,4.414,4.535,4.314,4.05356,4.59252,4.75162,5.09798,5.45342,5.8623,6.32428,6.5196,6.40744,6.56226,7.22478,7.57486,8.0844,8.67744,8.36198,9.869,9.689,10.713,11.2364,11.4773,11.75,11.83251388
Kiribati,net generation,Asia & Oceania,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.01,0.01,0.012,0.013,0.011,0.013,0.016,0.019,0.0214,0.0224,0.0224,0.0215,0.0215,0.0237,0.0247,0.0248,0.0248,0.025273,0.027902,0.029837,0.029837,0.029837,0.029837,0.032037,0.0337778
Kosovo,net generation,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.856,4.684,4.86534,5.46124,5.59418,6.14408,5.1199,5.76226,5.9821,5.919127,5.913045,6.346475,6.710489,6.337975
Kuwait,net generation,Middle East,8.818,9.679,11.252,12.06,13.344,14.748,16.183,17.296,18.798,20.204,19.373,10.133,15.779,18.967,21.43,22.302,23.947,25.121,28.185,29.681,30.38362,32.24106,34.18028,37.41388,38.78064,41.10996,44.75058,45.82782,48.64406,50.02304,53.65708,54.03966,57.45186,57.32552,61.23402,64.19326,65.84508,68.39668,69.6368,70.50336,66.94020185,71.22098276
Kyrgyzstan,net generation,Eurasia,,,,,,,,,,,,,11.725,11.051,12.743,12.164,13.545,12.426,11.416,12.975,15.708,14.66164,12.84006,15.3174,16.03792,14.637,14.275,14.577,11.588,10.929,11.92948,14.95586,14.96666,13.85516,14.36256,12.8032,13.04092,15.29334,15.3094,14.84014,16.174,14.461936
Laos,net generation,Asia & Oceania,0.968,1.139,1.188,1.061,0.978,0.895,0.857,0.569,0.525,0.699,0.859,0.918,0.898,0.907,0.889,1.073,1.229,1.204,1.967,2.569,3.623,3.645,3.55,3.131,2.998,3.51,3.6,3.37,3.72,3.37,8.365,12.839,12.9264,15.361,15.131,16.03146,25.01925,30.40938,33.68986,30.54864,39.2867,39.9708168
Latvia,net generation,Europe,,,,,,,,,,,,,3.733,3.832,4.339,3.887,3.029,4.379,4.382,4.001,4.02922,4.16554,3.8596,3.85378,4.56842,4.78348,4.7377,4.62742,5.11928,5.41322,6.080051,5.582804,5.770285,5.852735,4.813333,5.184397,6.033633,7.17202,6.317738,6.052739,5.5190101,5.5384285
Lebanon,net generation,Middle East,2.622,2.667,2.75,2.763,2.849,2.658,2.793,2.855,2.778,2.516,2.425,2.789,3.413,4.473,4.914,5.183,6.587,8.049,7.882,7.711,9.19452,9.57396,11.05142,11.98134,11.78552,11.73978,10.9481,11.37678,12.57302,12.97606,14.81732,15.36894,15.54516,17.7606,16.90652,17.56142,18.27502,20.02571,20.03368,20.359636,19.48165659,20.56947779
Lesotho,net generation,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.49,0.486,0.515,0.521,0.53319,0.523028,0.539674,0.539674,0.501,0.501,0.50122
Liberia,net generation,Africa,0.852,0.801,0.806,0.794,0.696,0.73,0.784,0.79,0.8,0.785,0.301,0.273,0.282,0.28,0.28,0.28,0.28,0.294,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.28,0.28,0.282,0.282,0.291,0.376,0.376,0.322,0.318,0.897,0.920232
Libya,net generation,Africa,4.526,5.244,5.618,6.695,8.615,11.091,12.483,14.664,15.04,15.134,15.792,15.886,15.933,15.98,16.732,16.92,17.202,17.836,12.716,13.522,14.56624,15.14434,16.47914,17.80642,18.98988,21.312,23.269,24.66,28.878,29.182,30.60488,24.43942,32.21892,35.6387,35.46762,35.26082,29.53528,31.28556,32.12122,31.69634,30.09492439,32.02048755
Lithuania,net generation,Europe,,,,,,,,,,,,,17.645,13.949,9.162,12.157,14.648,12.912,16.104,12.254,10.34674,13.42376,16.13264,17.4843,17.44288,13.069113,10.84036,12.1015,11.959,13.09984,4.113736,3.46206,3.807551,3.543759,3.064047,3.607144,3.16264,3.109055,2.5445654,2.9224943,4.1760986,3.7041126
